Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Hoogvliet BV;www.hoogvliet.com;0172-516910;28025437.0;BOSKOOP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04847005;GM0484;2771.0;2771GD;BU04847005;GM0484;2771.0;2771GD;BU04847005;GM0484;2771.0;2771GD;False;False;False;52.07530000540964;4.659070000493643;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;DEN HELDER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04000102;GM0400;1781.0;1781HA;BU04000102;GM0400;1781.0;1781HA;BU04000102;GM0400;1781.0;1781HA;False;False;False;52.95820000587987;4.760870000517467;WarmteAtlas:CondensWarmte;;;
Marqt BV;www.marqt.com;020-5314831;34266205.0;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU05182812;GM0518;2511.0;2511AA;BU05182812;GM0518;2511.0;2511AA;BU05182812;GM0518;2511.0;2511AA;False;False;False;52.078300005444596;4.312840000567188;WarmteAtlas:CondensWarmte;;;
Coop Supermarkten BV;www.coop.nl;0342-421414;9124392.0;BARNEVELD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02035412;GM0203;3773.0;3773CM;BU02035412;GM0203;3773.0;3773CM;BU02035412;GM0203;3773.0;3773CM;False;False;False;52.1344000057937;5.603960001973119;WarmteAtlas:CondensWarmte;;;
Emté Supermarkten BV;;0548-537120;18117531.0;RIJSSEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU17420902;GM1742;7463.0;7463CH;BU17420902;GM1742;7463.0;7463CH;BU17420902;GM1742;7463.0;7463CH;False;False;False;52.31280000600337;6.496440002444174;WarmteAtlas:CondensWarmte;;;
M.E. Kroon t.h.o.d.n. Spar Kroon;;0598-451421;55072690.0;NOORDBROEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU19521901;GM1952;9635.0;9635AV;BU19521901;GM1952;9635.0;9635AV;BU19521901;GM1952;9635.0;9635AV;False;False;False;53.1949000058921;6.874160002360901;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;STEENWIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU17080004;GM1708;8331.0;8331LD;BU17080004;GM1708;8331.0;8331LD;BU17080004;GM1708;8331.0;8331LD;False;False;False;52.788100005713154;6.109780001692098;WarmteAtlas:CondensWarmte;;;
Fischer Briljant BV;www.plus.nl;0591-317700;55096816.0;KLAZIENAVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU01140801;GM0114;7891.0;7891KM;BU01140801;GM0114;7891.0;7891KM;BU01140801;GM0114;7891.0;7891KM;False;False;False;52.72330000606453;6.99501000281603;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;053-4313639;30104343.0;ENSCHEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU01530203;GM0153;7545.0;7545HP;BU01530203;GM0153;7545.0;7545HP;BU01530203;GM0153;7545.0;7545HP;False;False;False;52.212300005261476;6.865170003219414;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;053-5726558;30104343.0;HAAKSBERGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU01580900;GM0158;7481.0;7481EC;BU01580900;GM0158;7481.0;7481EC;BU01580900;GM0158;7481.0;7481EC;False;False;False;52.154100005447816;6.744710002765829;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;0341-279559;30104343.0;HARDERWIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02430101;GM0243;3841.0;3841AR;BU02430101;GM0243;3841.0;3841AR;BU02430101;GM0243;3841.0;3841AR;False;False;False;52.34980000592474;5.620840001333;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;074-3762843;30104343.0;DELDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU17350600;GM1735;7491.0;7491AX;BU17350600;GM1735;7491.0;7491AX;BU17350600;GM1735;7491.0;7491AX;False;False;False;52.2619000058823;6.7130700028121115;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;0546-540060;30104343.0;ALMELO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU01411802;GM0141;7608.0;7608KG;BU01411802;GM0141;7608.0;7608KG;BU01411802;GM0141;7608.0;7608KG;False;False;False;52.37890000600537;6.677460002096731;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;0547-367050;30104343.0;MARKELO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU17350200;GM1735;7475.0;7475AX;BU17350200;GM1735;7475.0;7475AX;BU17350200;GM1735;7475.0;7475AX;False;False;False;52.235300005125524;6.494240002016259;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;033-2471474;30104343.0;AMERSFOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU03070306;GM0307;3812.0;3812EG;BU03070306;GM0307;3812.0;3812EG;BU03070306;GM0307;3812.0;3812EG;False;False;False;52.15830000573795;5.378610001534645;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;055-5998610;30104343.0;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02000402;GM0200;7331.0;7331GM;BU02000402;GM0200;7331.0;7331GM;BU02000402;GM0200;7331.0;7331GM;False;False;False;52.200700005635255;5.965890002177571;WarmteAtlas:CondensWarmte;;;
Poiesz Supermarkten BV;www.detailresult.nl;0561-615876;1100780.0;WOLVEGA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00980014;GM0098;8471.0;8471KP;BU00980014;GM0098;8471.0;8471KP;BU00980014;GM0098;8471.0;8471KP;False;False;False;52.87710000616278;6.005580001305417;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;055-5213197;30104343.0;APELDOORN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU02000102;GM0200;7311.0;7311PK;BU02000102;GM0200;7311.0;7311PK;BU02000102;GM0200;7311.0;7311PK;False;False;False;52.21060000555979;5.975700001752771;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;078-6813808;30104343.0;HENDRIK-IDO-AMBACHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05310301;GM0531;3344.0;3344PM;BU05310301;GM0531;3344.0;3344PM;BU05310301;GM0531;3344.0;3344PM;False;False;False;51.835000005571416;4.646440000627128;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;015-2510484;30104343.0;DELFT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05032401;GM0503;2624.0;2624ET;BU05032401;GM0503;2624.0;2624ET;BU05032401;GM0503;2624.0;2624ET;False;False;False;51.997400005626815;4.350870000687629;WarmteAtlas:CondensWarmte;;;
Coop Babberich;www.coop.nl;0316-249403;55277144.0;BABBERICH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02990100;GM0299;6909.0;6909DW;BU02990100;GM0299;6909.0;6909DW;BU02990100;GM0299;6909.0;6909DW;False;False;False;51.90580000503349;6.117830002163076;WarmteAtlas:CondensWarmte;;;
Plus Wemekamp;;0546-863761;55385893.0;ALMELO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU01411200;GM0141;7602.0;7602AJ;BU01411200;GM0141;7602.0;7602AJ;BU01411200;GM0141;7602.0;7602AJ;False;False;False;52.368600005309794;6.667030003185048;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU07726399;GM0772;5658.0;5658LJ;BU07726399;GM0772;5658.0;5658LJ;BU07726399;GM0772;5658.0;5658LJ;False;False;False;51.44310000509057;5.409350000830664;WarmteAtlas:CondensWarmte;;;
Tanger Supermarkten Almere BV;www.tangersuprmarkten.nl;020-4471209;55456553.0;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU00341704;GM0034;1315.0;1315AT;BU00341704;GM0034;1315.0;1315AT;BU00341704;GM0034;1315.0;1315AT;False;False;False;52.3695000055831;5.215930001100261;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;040-2581160;16044409.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07726399;GM0772;5658.0;5658LM;BU07726399;GM0772;5658.0;5658LM;BU07726399;GM0772;5658.0;5658LM;False;False;False;51.44220000470341;5.408450001930992;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;070-4138160;16044409.0;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05183819;GM0518;2521.0;2521SC;BU05183819;GM0518;2521.0;2521SC;BU05183819;GM0518;2521.0;2521SC;False;False;False;52.06720000525072;4.329940000907313;WarmteAtlas:CondensWarmte;;;
Deen Winkels BV;;020-6763365;36009674.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU0363KK02;GM0363;1078.0;1078VK;BU0363KK02;GM0363;1078.0;1078VK;BU0363KK02;GM0363;1078.0;1078VK;False;False;False;52.34350000591637;4.8950500002537;WarmteAtlas:CondensWarmte;;;
VOMAR Voordeelmarkt BV;www.vomar.nl;036-5240138;34054429.0;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00343104;GM0034;1319.0;1319AS;BU00343104;GM0034;1319.0;1319AS;BU00343104;GM0034;1319.0;1319AS;False;False;False;52.38860000552496;5.1780900006565656;WarmteAtlas:CondensWarmte;;;
Plus Lunenborg;www.luma-webshops.nl;0517-434252;55656528.0;HARLINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU00720004;GM0072;8862.0;8862TS;BU00720004;GM0072;8862.0;8862TS;BU00720004;GM0072;8862.0;8862TS;False;False;False;53.16550000599729;5.426950001428075;WarmteAtlas:CondensWarmte;;;
Jumbo Supermarkten BV;;0492-469160;16044409.0;HELMOND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07942101;GM0794;5708.0;5708XA;BU07942101;GM0794;5708.0;5708XA;BU07942101;GM0794;5708.0;5708XA;False;False;False;51.460600005359424;5.609560001294527;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU0363KK03;GM0363;1078.0;1078HD;BU0363KK03;GM0363;1078.0;1078HD;BU0363KK03;GM0363;1078.0;1078HD;False;False;False;52.346000005943694;4.895180001175485;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;033-7600633;30104343.0;LEUSDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03270201;GM0327;3832.0;3832JS;BU03270201;GM0327;3832.0;3832JS;BU03270201;GM0327;3832.0;3832JS;False;False;False;52.11840000539176;5.4090600008869645;WarmteAtlas:CondensWarmte;;;
Detailconsult Supermarkten BV;www.detailresult.nl;020-6259292;30104343.0;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU0363KK06;GM0363;1079.0;1079PC;BU0363KK06;GM0363;1079.0;1079PC;BU0363KK06;GM0363;1079.0;1079PC;False;False;False;52.33950000558733;4.892800000797979;WarmteAtlas:CondensWarmte;;;
Jan Linders BV;;024-3771011;12021701.0;NIJMEGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU02680320;GM0268;6541.0;6541RW;BU02680320;GM0268;6541.0;6541RW;BU02680320;GM0268;6541.0;6541RW;False;False;False;51.84570000510436;5.842990001465645;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;JOURE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU19401903;GM1940;8501.0;8501NC;BU19401903;GM1940;8501.0;8501NC;BU19401903;GM1940;8501.0;8501NC;False;False;False;52.96530000561618;5.801660001246537;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;ASSENDELFT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329;BU04797120;GM0479;1566.0;1566BE;BU04797120;GM0479;1566.0;1566BE;BU04797120;GM0479;1566.0;1566BE;False;False;False;52.4662000057035;4.74069999999416;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;ZWIJNDRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU06420405;GM0642;3335.0;3335VJ;BU06420405;GM0642;3335.0;3335VJ;BU06420405;GM0642;3335.0;3335VJ;False;False;False;51.819400005346814;4.610000000038127;WarmteAtlas:CondensWarmte;;;
LIDL Nederland GmbH;;0800-5435463;32061446.0;HUIZEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU04060513;GM0406;1271.0;1271AD;BU04060513;GM0406;1271.0;1271ZE;BU04060513;GM0406;1271.0;1271ZE;False;False;False;52.304600005529736;5.238600000755627;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;ZWIJNDRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755;BU06420405;GM0642;3335.0;3335VH;BU06420405;GM0642;3335.0;3335VH;BU06420405;GM0642;3335.0;3335VH;False;False;False;51.81890000553177;4.6102500009840055;WarmteAtlas:CondensWarmte;;;
VOF Walraven;;0485-575941;55870929.0;BOXMEER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU19822201;GM1982;5831.0;5831EK;BU19822201;GM1982;5831.0;5831EK;BU19822201;GM1982;5831.0;5831EK;False;False;False;51.64540000497095;5.94989000154705;WarmteAtlas:CondensWarmte;;;
Jumbo Haarlem;www.c1000-haarlem.nl;023-5430900;34372276.0;HAARLEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU03922005;GM0392;2036.0;2036RS;BU03922005;GM0392;2036.0;2036RS;BU03922005;GM0392;2036.0;2036RS;False;False;False;52.35190000576731;4.653850001004014;WarmteAtlas:CondensWarmte;;;
Albert Heijn BV;;075-6591111;35012085.0;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU07724130;GM0772;5612.0;5612CP;BU07724130;GM0772;5612.0;5612CP;BU07724130;GM0772;5612.0;5612CP;False;False;False;51.451600004881996;5.4723700012401055;WarmteAtlas:CondensWarmte;;;
Deen Winkels BV;www.deen.nl;0229-252100;36009674.0;LISSE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584;BU05530303;GM0553;2162.0;2162AA;BU05530303;GM0553;2162.0;2162AA;BU05530303;GM0553;2162.0;2162AA;False;False;False;52.24900000566225;4.561200000347496;WarmteAtlas:CondensWarmte;;;
Stationsfoodstore BV;www.ah-togo.nl;0886-711139;30158570.0;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621;BU05990113;GM0599;3013.0;3013AJ;BU05990113;GM0599;3013.0;3013AJ;BU05990113;GM0599;3013.0;3013AJ;False;False;False;51.92490000529016;4.469510000605145;WarmteAtlas:CondensWarmte;;;
VOF Plus Tetteroo;www.plus.nl;015-2620000;56021186.0;DEN HOORN ZH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256;BU18420001;GM1842;2635.0;2635MD;BU18420001;GM1842;2635.0;2635MD;BU18420001;GM1842;2635.0;2635MD;False;False;False;52.0002000059013;4.326190000625368;WarmteAtlas:CondensWarmte;;;
